|message_id|user_name|speaker|timestamp|conversation_id|text
22|18e6f431-a670-4181-94c1-4d1db5784ba6|Koala|4e79451c7e654349977a055909ecd663|2021-06-21 19:35:32.297125+00:00|ebc07608-c97c-489c-b541-0206fbd69ff3.tsv|A is the card needed to test the rule.
23|2b45c364-7803-4078-ac87-4fd7567cd7a2|Hedgehog|6c0ca6bf01b141ddbd9e5b8c182b67b2|2021-06-21 19:35:45.164034+00:00|ebc07608-c97c-489c-b541-0206fbd69ff3.tsv|A and 2 to confirm there is a vowel
27|0aa5c596-9788-4ed0-97ca-079b2fe62d90|Butterfly|1d9c7047846f450fb6d95e4badc0066c|2021-06-21 19:36:05.786029+00:00|ebc07608-c97c-489c-b541-0206fbd69ff3.tsv|I agree
28|7246e4b7-d396-499a-8b25-17c994389e6b|Koala|4e79451c7e654349977a055909ecd663|2021-06-21 19:36:10.773092+00:00|ebc07608-c97c-489c-b541-0206fbd69ff3.tsv|Only A.
29|53ef393e-0376-4508-8bd0-955cfca15e8f|Hedgehog|6c0ca6bf01b141ddbd9e5b8c182b67b2|2021-06-21 19:36:34.386830+00:00|ebc07608-c97c-489c-b541-0206fbd69ff3.tsv|I think 2 as well to prove that there is a vowel on the other side to prove the rule
30|499519df-315a-4745-9ae7-bb098f38c5e1|Koala|4e79451c7e654349977a055909ecd663|2021-06-21 19:36:45.830100+00:00|ebc07608-c97c-489c-b541-0206fbd69ff3.tsv|"The rule doesn't state ""All cards with numbers on one side have a vowel on the other."
31|cb69e822-c105-4cc5-a99f-01eabc6d805d|Hedgehog|6c0ca6bf01b141ddbd9e5b8c182b67b2|2021-06-21 19:37:20.364069+00:00|ebc07608-c97c-489c-b541-0206fbd69ff3.tsv|Ok
32|2f538f79-6d7c-4b42-b1d4-a42956ee79c1|Koala|4e79451c7e654349977a055909ecd663|2021-06-21 19:37:22.419272+00:00|ebc07608-c97c-489c-b541-0206fbd69ff3.tsv|"sorry should have typed the rule doesn't state ""All cards with even numbers on one side have a vowel on the other."
34|50c7cafb-3140-4c75-8b62-e14e45d6765e|Butterfly|1d9c7047846f450fb6d95e4badc0066c|2021-06-21 19:37:24.170034+00:00|ebc07608-c97c-489c-b541-0206fbd69ff3.tsv|yes, all card with vowels
35|d19f4a26-2d27-486b-ae63-416fbf381082|Hedgehog|6c0ca6bf01b141ddbd9e5b8c182b67b2|2021-06-21 19:37:31.508118+00:00|ebc07608-c97c-489c-b541-0206fbd69ff3.tsv|Only A then
37|a1314564-3d60-4cc5-ac77-4fcecf2cdee3|Koala|4e79451c7e654349977a055909ecd663|2021-06-21 19:38:34.331902+00:00|ebc07608-c97c-489c-b541-0206fbd69ff3.tsv|It doesn't matter as far as our rule is concerned whether 2 has a vowel on the back or not.
38|2144cbe7-1893-44d0-84be-6f4555dcc7bd|Hedgehog|6c0ca6bf01b141ddbd9e5b8c182b67b2|2021-06-21 19:38:43.294296+00:00|ebc07608-c97c-489c-b541-0206fbd69ff3.tsv|I agree now
41|364237cd-b5d7-4b69-96c3-868a5041b9fa|Koala|4e79451c7e654349977a055909ecd663|2021-06-21 19:40:09.948451+00:00|ebc07608-c97c-489c-b541-0206fbd69ff3.tsv|Any other thoughts?
42|94639ca8-4499-4a9e-8be5-15d1a5ad3a28|Butterfly|1d9c7047846f450fb6d95e4badc0066c|2021-06-21 19:40:27.800223+00:00|ebc07608-c97c-489c-b541-0206fbd69ff3.tsv|I think it's A
47|e6788085-ea0a-47e1-ab5c-248068077083|Butterfly|1d9c7047846f450fb6d95e4badc0066c|2021-06-21 19:44:19.340650+00:00|ebc07608-c97c-489c-b541-0206fbd69ff3.tsv|I'm submitting my final answer
27|5a1f9c50-1c40-4f0f-9723-b368a38ce360|Llama|52d848a7da9b456b974b7f9439b256b9|2021-06-07 17:12:38.891704+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|Hello
28|f342b020-ec24-44af-818b-c0b3089c1c41|Bat|4691719a13bb4ffca7ea6a47aa2a3ac4|2021-06-07 17:12:42.601644+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|hello
29|5dbe5e83-95a7-4258-850a-5dd6df788dca|Kiwi|b6cabc49679649ea8c3f8e9587c51a14|2021-06-07 17:12:42.615545+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|I think flipping U is needed and 8
30|0e19eff9-fa21-458a-a62e-e1946d85673f|Giraffe|706c360d5f664a6bb817825fd7b3e088|2021-06-07 17:12:44.389163+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|Hi all
31|cc5b90b6-c4a9-45ec-85bc-31e9bd7292e2|Bat|4691719a13bb4ffca7ea6a47aa2a3ac4|2021-06-07 17:12:49.408825+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|so how do we know which is which?
32|e8095d3c-8f8b-437f-bb1b-3ee3c2a2c50c|Bat|4691719a13bb4ffca7ea6a47aa2a3ac4|2021-06-07 17:12:57.664712+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|I was thinking 8 too
33|aeb1f8b2-c967-4ebc-b563-b497f484b68a|Llama|52d848a7da9b456b974b7f9439b256b9|2021-06-07 17:13:01.740931+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|I agree with Kiwi
35|733a58c3-f54a-4a7b-8ef1-33b8ac4043d9|Bat|4691719a13bb4ffca7ea6a47aa2a3ac4|2021-06-07 17:13:33.904894+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|why would we need to flip u jw
36|63de2d47-8d3f-409d-9d6f-e173fbd861d2|Giraffe|706c360d5f664a6bb817825fd7b3e088|2021-06-07 17:13:35.246669+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|I chose 8 as well, U makes sense, is that all we need?
37|e4998d71-d5eb-45b3-bd1b-525c92680050|Kiwi|b6cabc49679649ea8c3f8e9587c51a14|2021-06-07 17:13:48.752949+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|There should be a vowel behind 8 if it is true
38|d183320c-d433-4bf8-b42a-eb7d861aa9c6|Llama|52d848a7da9b456b974b7f9439b256b9|2021-06-07 17:14:01.492766+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|Yes, Kiwi is right
39|6fe64304-9f4b-4e15-a734-e33be7554ec5|Bat|4691719a13bb4ffca7ea6a47aa2a3ac4|2021-06-07 17:14:07.092347+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|ah okay ill revise it
43|0b5719e2-77e3-4979-8836-2aeb546515a1|Kiwi|b6cabc49679649ea8c3f8e9587c51a14|2021-06-07 17:14:25.606314+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|If we flip U and there is not an even, we know it is wrong
44|20958ef7-231d-4608-9e46-7309841e08c9|Llama|52d848a7da9b456b974b7f9439b256b9|2021-06-07 17:14:48.586549+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|Yes, U and 8 will test all the parameters of the rule.
45|b601b83b-1740-4b2f-817c-f99ba3130600|Bat|4691719a13bb4ffca7ea6a47aa2a3ac4|2021-06-07 17:14:49.993801+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|sounds good to me!
46|d5b877ae-a638-4e92-a7d3-f1426338a9d2|Kiwi|b6cabc49679649ea8c3f8e9587c51a14|2021-06-07 17:15:06.236613+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|Could there be anything we are missing?
47|821e49fa-d795-4dce-b56d-77abd02d5a45|Giraffe|706c360d5f664a6bb817825fd7b3e088|2021-06-07 17:15:15.503963+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|yeah, L and 3 are irrelevant
48|0dc5800b-bdec-4bd6-b000-013efb48ddbc|Llama|52d848a7da9b456b974b7f9439b256b9|2021-06-07 17:15:27.463285+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|But...we should test for the converse of the rule too, shouldn't we?
49|712ddbde-d806-4b6b-9c42-892243585dc5|Llama|52d848a7da9b456b974b7f9439b256b9|2021-06-07 17:15:45.305331+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|Wait...nevermind
50|0f2f2f83-8e85-4f7c-b430-efac221d9797|Kiwi|b6cabc49679649ea8c3f8e9587c51a14|2021-06-07 17:15:55.995535+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|I think we might be with both a vowel and an even number
51|11d792b8-fc8c-4153-83dd-0d3f82d3e92b|Llama|52d848a7da9b456b974b7f9439b256b9|2021-06-07 17:16:13.770046+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|Yeah...U and 8 are enough
52|ccc12de5-be78-49f2-bca8-4472c836d27c|Bat|4691719a13bb4ffca7ea6a47aa2a3ac4|2021-06-07 17:16:20.387677+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|okay that sounds good to me
53|c6cfd0c6-d653-4519-8736-4b34aebe302d|Giraffe|706c360d5f664a6bb817825fd7b3e088|2021-06-07 17:16:23.969595+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|the rule doesn't state anything about consonants or odd numbers 
54|8fab0282-05e4-454f-97b9-99eb3df9e92b|Giraffe|706c360d5f664a6bb817825fd7b3e088|2021-06-07 17:16:37.577078+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|are we done? 
55|b9a574db-c4a5-4dac-8f69-06ca92f30a25|Llama|52d848a7da9b456b974b7f9439b256b9|2021-06-07 17:16:43.199483+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|but what if 3 has a vowel on the other side?
56|748c0277-c398-4c4d-b061-1a074e1316d3|Giraffe|706c360d5f664a6bb817825fd7b3e088|2021-06-07 17:16:50.881452+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|doesn't matter
57|4845809f-f65a-4b4a-9b1b-65ae35e82f49|Bat|4691719a13bb4ffca7ea6a47aa2a3ac4|2021-06-07 17:16:56.794779+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|yea I think we are done
58|d1dae14d-0f3f-42db-b010-1f119a46d426|Giraffe|706c360d5f664a6bb817825fd7b3e088|2021-06-07 17:17:19.202066+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|it doesn't state that odd cards couldn't have  a vowel
61|672c8e27-14ce-47fe-bb2b-2979bd17829e|Llama|52d848a7da9b456b974b7f9439b256b9|2021-06-07 17:17:44.807731+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|but we are TESTING the rule, which means we should try to disprove it if possible
62|54a2969b-27f2-4a65-9477-df6c5d5b5194|Kiwi|b6cabc49679649ea8c3f8e9587c51a14|2021-06-07 17:18:23.360311+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|yes, if we test both the vowel and the consonant present, I think we will accomplish that
63|9144ea23-ef45-4837-b4de-101278f43019|Bat|4691719a13bb4ffca7ea6a47aa2a3ac4|2021-06-07 17:18:37.444675+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|yea we just stick to the U and 8
66|b4685dc9-7304-4838-bc5a-ec9be17e0034|Kiwi|b6cabc49679649ea8c3f8e9587c51a14|2021-06-07 17:19:02.872288+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|shall we submit the answers?
69|8705062e-41a5-4b2f-abd2-a90be0442461|Llama|52d848a7da9b456b974b7f9439b256b9|2021-06-07 17:19:25.718281+00:00|4bb4ff7d-1479-4f85-99ee-5014cbb72c0e.tsv|sure
32|ec79af68-f71f-4243-9841-f64e062e819a|Cat|75fee29c41cd44d2ab112e56082a81f6|2021-06-07 17:21:17.001944+00:00|08c890ac-c67f-4be7-aaba-8c3f31c8abc1.tsv|I am not sure of my answer but if we flip a vowel we can check that the other side is even. We can also check if the even number 6 has a vowel on the other side. 
33|cfdcd0d9-e0e9-4a8a-bb86-ee8c7d15bd6f|Puffin|92f76512d7684b6b844b591ef0ff12ab|2021-06-07 17:21:45.471162+00:00|08c890ac-c67f-4be7-aaba-8c3f31c8abc1.tsv|I think you have to flip the E
34|30f025ff-f20a-41d3-a4bc-0c267b923fdd|Emu|d5651bcd71d3496eb6051fea887310c3|2021-06-07 17:22:03.881368+00:00|08c890ac-c67f-4be7-aaba-8c3f31c8abc1.tsv|Either the E or 6 make sense to me.
35|ac51576c-74a8-4198-8efb-417d04400944|Puffin|92f76512d7684b6b844b591ef0ff12ab|2021-06-07 17:22:08.516318+00:00|08c890ac-c67f-4be7-aaba-8c3f31c8abc1.tsv|There's nothing that says that a card with a consonant can't have an even number on the other side.
36|3b1224cc-bb71-4b3d-b176-7b554fb0ca8a|Chipmunk|933e497b4dac4672a54c9eab078d1c93|2021-06-07 17:22:12.638537+00:00|08c890ac-c67f-4be7-aaba-8c3f31c8abc1.tsv|I think you need to flip them all - and exception could take place for every card
37|be99dfd6-3b52-4013-a19f-0b64ed8df051|Chipmunk|933e497b4dac4672a54c9eab078d1c93|2021-06-07 17:22:52.493226+00:00|08c890ac-c67f-4be7-aaba-8c3f31c8abc1.tsv|It doesn't say you need to do only 1 or a minimum...
38|777f45da-0ddc-4ab3-9d80-68596129a8db|Cat|75fee29c41cd44d2ab112e56082a81f6|2021-06-07 17:23:07.435830+00:00|08c890ac-c67f-4be7-aaba-8c3f31c8abc1.tsv|Yes, I agree that you can't really know for sure unless you flip them all
44|c1408314-a027-43cf-906c-d2fde53a1f7c|Chipmunk|933e497b4dac4672a54c9eab078d1c93|2021-06-07 17:23:31.638638+00:00|08c890ac-c67f-4be7-aaba-8c3f31c8abc1.tsv|"I suppose it does say ""only"" but still, who knows what is on the back of any of the cards?"
45|e5025fca-2517-4b26-b89e-bf42595463c1|Emu|d5651bcd71d3496eb6051fea887310c3|2021-06-07 17:23:45.879624+00:00|08c890ac-c67f-4be7-aaba-8c3f31c8abc1.tsv|it does say only but then says card(s) so we could choose all
50|4c0f160d-82c0-41b8-a74c-c9e62922ce47|Chipmunk|933e497b4dac4672a54c9eab078d1c93|2021-06-07 17:24:00.931510+00:00|08c890ac-c67f-4be7-aaba-8c3f31c8abc1.tsv|I'm good with that if y'all are...
51|478f945a-4434-4a6a-9720-49c355d7518c|Cat|75fee29c41cd44d2ab112e56082a81f6|2021-06-07 17:24:02.480674+00:00|08c890ac-c67f-4be7-aaba-8c3f31c8abc1.tsv|It tells us that each has a letter on one side and a number on the other. Maybe we aren't supposed to question that part
52|e24a5a5a-4cba-475d-b2c4-10891c4dd977|Puffin|92f76512d7684b6b844b591ef0ff12ab|2021-06-07 17:24:03.095489+00:00|08c890ac-c67f-4be7-aaba-8c3f31c8abc1.tsv|So we have to flip the 9 because we have to see that other side isn't odd
53|621bd036-4f7d-40e6-bfb9-a1c02226a5e5|Cat|75fee29c41cd44d2ab112e56082a81f6|2021-06-07 17:24:21.693449+00:00|08c890ac-c67f-4be7-aaba-8c3f31c8abc1.tsv|We are just testing the rule about the vowel / even number
54|cc31a2c8-47e2-4d41-969e-5f8621478710|Puffin|92f76512d7684b6b844b591ef0ff12ab|2021-06-07 17:24:25.077018+00:00|08c890ac-c67f-4be7-aaba-8c3f31c8abc1.tsv|sorry isn't a vowel
55|62c321ce-5c45-49ce-8448-60abc12c645c|Cat|75fee29c41cd44d2ab112e56082a81f6|2021-06-07 17:24:31.548339+00:00|08c890ac-c67f-4be7-aaba-8c3f31c8abc1.tsv|So I say we only have to flip the E
60|2911daad-0ea4-4654-a2dc-19bfdf4da8b9|Emu|d5651bcd71d3496eb6051fea887310c3|2021-06-07 17:25:20.010419+00:00|08c890ac-c67f-4be7-aaba-8c3f31c8abc1.tsv|That was my first instinct Cat but the instructions say that most people get this task wrong.
61|51b8155d-4dbe-4dec-9426-193ec4b7b641|Cat|75fee29c41cd44d2ab112e56082a81f6|2021-06-07 17:26:02.289808+00:00|08c890ac-c67f-4be7-aaba-8c3f31c8abc1.tsv|It is only saying that all cards with vowels have an even number on the other side. So we need to just check the vowel E
62|8923077d-5d75-4946-b083-100e71a7fe23|Cat|75fee29c41cd44d2ab112e56082a81f6|2021-06-07 17:26:04.848929+00:00|08c890ac-c67f-4be7-aaba-8c3f31c8abc1.tsv|I think
63|ac439bbd-b09a-4326-8f12-2793d6007909|Cat|75fee29c41cd44d2ab112e56082a81f6|2021-06-07 17:26:23.039688+00:00|08c890ac-c67f-4be7-aaba-8c3f31c8abc1.tsv|It doesn't say that all cards that are even have a vowel on the other side
64|0191db67-8ab6-41f3-b986-6441640f7e5b|Chipmunk|933e497b4dac4672a54c9eab078d1c93|2021-06-07 17:26:32.459942+00:00|08c890ac-c67f-4be7-aaba-8c3f31c8abc1.tsv|"I'm still suspicious of the ""All cards"" disclaimer. What if the rule is false?"
65|69b44fff-8bbd-4fe9-bd18-dd73d226a476|Puffin|92f76512d7684b6b844b591ef0ff12ab|2021-06-07 17:26:39.703484+00:00|08c890ac-c67f-4be7-aaba-8c3f31c8abc1.tsv|If there was a vowel on the other side of the 9, the rule would be broken so I think we have to check that too
66|b2ba883f-3bb3-4cfb-8769-ecfeca98a9bb|Cat|75fee29c41cd44d2ab112e56082a81f6|2021-06-07 17:26:51.839927+00:00|08c890ac-c67f-4be7-aaba-8c3f31c8abc1.tsv|That makes sense, Puffin
69|712a9d24-cf12-4d99-996e-2e862cc9e4e9|Puffin|92f76512d7684b6b844b591ef0ff12ab|2021-06-07 17:26:58.068061+00:00|08c890ac-c67f-4be7-aaba-8c3f31c8abc1.tsv|9 and E?
70|525c1f9c-e13f-44f5-a7d1-142d8c5f5895|Cat|75fee29c41cd44d2ab112e56082a81f6|2021-06-07 17:27:01.990046+00:00|08c890ac-c67f-4be7-aaba-8c3f31c8abc1.tsv|My final vote is 9 and E
73|b9e31708-65fd-416f-841b-b59953060f97|Chipmunk|933e497b4dac4672a54c9eab078d1c93|2021-06-07 17:27:11.208351+00:00|08c890ac-c67f-4be7-aaba-8c3f31c8abc1.tsv|That is fine... let's see what happens.
76|2f6062d2-6a38-4233-9bd0-8344685bbf5a|Emu|d5651bcd71d3496eb6051fea887310c3|2021-06-07 17:27:18.076194+00:00|08c890ac-c67f-4be7-aaba-8c3f31c8abc1.tsv|Ok I am good with that
33|83b2c574-3aca-4d53-a48f-7f764b67f580|Koala|57067aee0a9e48c9b9157b5e41d8e91d|2021-04-28 19:14:45.907622+00:00|b7cf985f-3c55-4ea1-a2fe-8b76e4357e00.tsv|hello
34|28a9f6b1-5437-4bf6-b474-33b788d90612|Kiwi|3755da2c3357443086d69a55e5957870|2021-04-28 19:14:46.775537+00:00|b7cf985f-3c55-4ea1-a2fe-8b76e4357e00.tsv|hello everyone
35|16550340-46d0-4002-94ef-4571de9b816c|Leopard|5c7fbe77d3f749f5b811ae396824a95e|2021-04-28 19:15:00.491411+00:00|b7cf985f-3c55-4ea1-a2fe-8b76e4357e00.tsv|hey hey
36|ceba6ce4-1df2-4b88-aa42-47951b95a827|Kiwi|3755da2c3357443086d69a55e5957870|2021-04-28 19:15:02.103586+00:00|b7cf985f-3c55-4ea1-a2fe-8b76e4357e00.tsv|I said flip over 5 and z
37|9ec8a9de-0729-4da4-9b8e-97eab47404b0|Koala|57067aee0a9e48c9b9157b5e41d8e91d|2021-04-28 19:15:14.316843+00:00|b7cf985f-3c55-4ea1-a2fe-8b76e4357e00.tsv|I tagged A, 2 and 5
38|3814897a-2ed4-44c7-98ff-6d84a77577b7|Dolphin|e2c52822784d4925b257857939090137|2021-04-28 19:15:21.564833+00:00|b7cf985f-3c55-4ea1-a2fe-8b76e4357e00.tsv|Hello, I also said to flip over 5 and z
39|774656d0-3d20-40e2-8317-d121daf48647|Tiger|8bb331d5c062455bbe25e0f1f87b0df8|2021-04-28 19:15:26.337097+00:00|b7cf985f-3c55-4ea1-a2fe-8b76e4357e00.tsv|If all we are testing is that all vowels have even numbers on the other side, then all we need to see is the card that has a vowel on it. Every other card is meaningless.
40|eb99e192-7786-4701-8ebb-ae7c873e265c|Kiwi|3755da2c3357443086d69a55e5957870|2021-04-28 19:15:43.663419+00:00|b7cf985f-3c55-4ea1-a2fe-8b76e4357e00.tsv|Well A will have even number
41|429f14f7-4cd1-4a0a-ac60-e73f0867fbd2|Tiger|8bb331d5c062455bbe25e0f1f87b0df8|2021-04-28 19:15:51.833488+00:00|b7cf985f-3c55-4ea1-a2fe-8b76e4357e00.tsv|If that is true, yes.
42|bd6074a6-7582-4b7c-b7b1-92b03d92849d|Kiwi|3755da2c3357443086d69a55e5957870|2021-04-28 19:15:56.061835+00:00|b7cf985f-3c55-4ea1-a2fe-8b76e4357e00.tsv|and 2 is even so it will have vowel
43|1a37db8b-6fd2-4fd4-b484-3ae8d58f97bf|Tiger|8bb331d5c062455bbe25e0f1f87b0df8|2021-04-28 19:16:02.935778+00:00|b7cf985f-3c55-4ea1-a2fe-8b76e4357e00.tsv|It doesnt have to
44|88475127-90c1-42d6-bb8f-7409339906b6|Koala|57067aee0a9e48c9b9157b5e41d8e91d|2021-04-28 19:16:12.068831+00:00|b7cf985f-3c55-4ea1-a2fe-8b76e4357e00.tsv|If we flip over the 2 and the 5 and they have consonents then we know the rule is wrong
